entry_id,specimen_id,specimen_scale,source,title,authors,year,frm_h,frm_l,col_h,col_d,bm_h,bm_t,bbm_h,bbm_t,slb_d,slb_h,col_ext,bm_ext,bbm_ext,inf_type,inf_opn_type,inf_win_h,inf_win_v,inf_win_ph,inf_win_pv,inf_door_h,inf_door_v,inf_door_ph,inf_door_pv,inf_dp,inf_bnd_pat,inf_inff_intfc,inf_interface_bottom,inf_interface_left,inf_interface_top,inf_interface_right,inf_ul,inf_uh,inf_ut,inf_uhead_t,inf_ubed_t,col_cover,col_long_reinf_corner,col_long_reinf_top,col_long_reinf_mid,col_long_reinf_bot,col_trans_crit_top_distance,col_trans_crit_top_reinf,col_trans_crit_bot_distance,col_trans_crit_bot_reinf,col_trans_mid_reinf,bm_cover,bm_long_reinf_corner,bm_long_reinf_top,bm_long_reinf_mid,bm_long_reinf_bot,bm_trans_crit_left_distance,bm_trans_crit_left_reinf,bm_trans_crit_right_distance,bm_trans_crit_right_reinf,bm_trans_mid_reinf,bbm_cover,bbm_long_reinf_corner,bbm_long_reinf_top,bbm_long_reinf_mid,bbm_long_reinf_bot,bbm_trans_crit_left_distance,bbm_trans_crit_left_reinf,bbm_trans_crit_right_distance,bbm_trans_crit_right_reinf,bbm_trans_mid_reinf,slb_cover,slb_top_l_reinf,slb_top_d_reinf,slb_bot_l_reinf,slb_bot_d_reinf,fc,Ec,conc_prop_day,conc_density,fy,fu,Ey,stl_density,inf_unit_density,inf_mortar_density,inf_unit_compressive_strength_length,inf_unit_compressive_strength_height,inf_unit_compressive_strength_width,inf_mortar_type,inf_mortar_compressive_strength,inf_assembly_compressive_strength_height,inf_assembly_compressive_strength_diagonal,inp_loading_protocol,inp_cyclic_number_of_cycles,inp_cyclic_repetition,inp_cyclic_protocol,inp_column_vertical_load,inp_beam_vertical_load,oop_loading_protocol,oop_cyclic_number_of_cycles,oop_cyclic_repetition,oop_cyclic_protocol,oop_column_vertical_load,oop_beam_vertical_load,glb_initial_stiffness,glb_peak_lateral_load,glb_drift_at_peak_lateral_load,glb_peak_lateral_drift,glb_load_at_peak_lateral_drift,glb_energy_dissipation,glb_failure_mode,lcl_crack_pattern,lcl_failure_mechanism,lcl_damage_progression,lcl_strain_distribution,retrofit_techniques,comments
66,2,0.75,http://dx.doi.org/10.26021/1979,Seismic Behaviour of Reinforced Concrete Structures with Masonry Infills,Francisco Javier Crisafulli,1997,2200.0,2816.0,150.0,150.0,200.0,150.0,400,300,0.0,0.0,200,0.0,550,one_wythe,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,running,mortar_bond,10.0,10.0,10.0,10.0,230.0,75.0,90.0,10.0,10.0,16.0,4#10,0#0,0#0,0#0,525,#6@75,525,#6@75,#6@150,16,4#10,0#0,0#0,0#0,0.0,0#0@0,0.0,0#0@0,#6@100,16,4#12,1#12,2#12,1#12,0.0,0#0@0,0.0,0#0@0,#8@75,0.0,0#0@0,0#0@0,0#0@0,0#0@0,31.2,25.2,0.0,0.0,323.0,441.0,201.9,0.0,0.0,0.0,0.0,26.2,0.0,Cement: bicklayer lime mortar: sand  1:2:2,8.0,19.3,0.0,cyclic,3,increasing,custom,20.0,0.0,none,0,none,none,0.0,0.0,0.0,90,0.0088,0.02,76,0.0,Ductile flexural-compression failure with distributed cracking in masonry panel. Achieved 110% higher lateral resistance than Unit 1 (89.7 kN and -91.5 kN). Maximum story drift of 2.0% with only moderate strength degradation. Controlled yielding at column bases with limited frame deformation. Tapered joints effectively restrained joint opening.,"Load runs 7-8: Initial cracks at column bases and top beam from tensile axial forces, horizontal crack in mortar joint near top beam propagating as stepped crack parallel to tapered joints. Progressive X-shaped diagonal cracking showing truss mechanism development. Widespread distribution of thin cracks along mortar joints throughout panel. Minimal damage to tapered beam-column joints with only minor perpendicular cracks to diagonal reinforcement. Final stage: crack growth at column bases due to plastic deformations.",Equivalent diagonal strut mechanism in masonry panel with force transfer through tapered beam-column joints. Controlled plastic hinging at column bases through yielding of longitudinal reinforcement. Diagonal joint reinforcement effectively increased compressive strut width and restrained joint opening. Combined friction and dowel action across cracked interfaces at column bases. Load resistance controlled by tensile axial strength of columns.,"Load runs 7-8: Tensile cracks at column lower regions and top beam. Load run 14: X-shaped diagonal cracking pattern established in panel. Load runs 25-26: Vertical cracks at column bases from splitting stresses, crack formation at tapered joint ends perpendicular to diagonal reinforcement. Load runs 43-44: Yielding initiated at column bases (story drift 0.2%). Load runs 61-62: Yielding at beam bottom reinforcement ends, tension column in double curvature. Final cycles: Significant crack growth at column bases, 1-2 mm gap between top two brick layers, independent beam upward bending.","Maximum curvatures developed at both ends of tension column. Top beam bent upward from joint rotation. Beam elongation less significant than Unit 1 due to additional top reinforcement. Tensile strains concentrated at column bases due to reinforcement cutoff detail. Maximum tensile strain occurred during load run 61. Transverse reinforcement stresses remained below 80 MPa up to load run 60, slightly exceeding yield in final two cycles (maximum in both loading directions).",none,add tapered beam-column joints with diagonal reinforcement
67,1,0.6666666666666666,https://doi.org/10.1016/j.engstruct.2018.03.013,Experimental study on the contribution of masonry infill in the behavior of RC frame under seismic loading,"Arton D. Dautaj, Qani Kadiri, Naser Kabashi",2018,2200.0,2800.0,150.0,150.0,200.0,150.0,350,250,0.0,0.0,200,0.0,525,none,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4#10,0#0,2#10,0#0,525,#6@75,600,#6@75,#6@150,13,4#10,0#0,2#10,0#0,825,#6@75,825,#6@75,#6@100,13,4#10,0#0,2#10,0#0,0.0,0#0@0,0.0,0#0@0,#6@75,0.0,0#0@0,0#0@0,0#0@0,0#0@0,24.5,0.0,0.0,0.0,620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,cyclic,0,none,none,20.0,0.0,none,0,none,none,0.0,0.0,570.0,24.5,0.0215,0.0952,20,0.0,Flexural failure with formation of plastic hinges at the lower and upper parts of columns as expected for a bare RC frame without infill,Cracks developed at the lower and upper portions of both columns where plastic hinges formed,Ductile flexural failure characterized by yielding of reinforcement and plastic hinge formation at column ends,"Yielding initiated at 22kN lateral load (2.0% drift), progressing to maximum resistance of 24.5kN with displacement ductility of approximately 5.1",Strain concentrated at the expected plastic hinge locations at column ends with relatively uniform distribution along column height between hinges,none,none
68,2,0.6666666666666666,https://doi.org/10.1016/j.engstruct.2018.03.013,Experimental study on the contribution of masonry infill in the behavior of RC frame under seismic loading,"Arton D. Dautaj, Qani Kadiri, Naser Kabashi",2018,2200.0,2800.0,150.0,150.0,200.0,150.0,350,250,0.0,0.0,200,0.0,525,one_wythe,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,running,mortar_bond,5,5,5,5,250.0,200.0,120.0,5,5,13.0,4#10,0#0,2#10,0#0,525,#6@75,600,#6@75,#6@150,13,4#10,0#0,2#10,0#0,825,#6@75,825,#6@75,#6@100,13,4#10,0#0,2#10,0#0,0.0,0#0@0,0.0,0#0@0,#6@75,0.0,0#0@0,0#0@0,0#0@0,0#0@0,24.5,0.0,0.0,0.0,620.0,0.0,0.0,0.0,0.0,0.0,5.11,14.38,0.0,M10,14.8,0.0,0.0,cyclic,0,none,none,20.0,0.0,none,0,none,none,0.0,0.0,2480.0,94.17,0.019,0.057,70,0.0,"Combined failure mechanism involving shear failure of masonry infill, beam-column joint failure, and formation of flexural hinges in the middle of columns due to frame-infill interaction","Stepped diagonal cracks in masonry panel initiating at 49-56kN (0.30% drift), followed by cracks in left beam-column joint and mid-height of left column; cracks propagated in opposite diagonal direction upon load reversal",Shear degradation of masonry infill combined with flexural deformation concentrated in the middle of the left column and severe damage at beam-column joints; lower portion of left column remained nearly vertical due to infill restraint,"First diagonal cracks at fourth cycle, beam-column joint cracking during fourth cycle, progressive cracking in upper masonry and mid-height column during fifth cycle, reaching maximum load of 94.17kN at 1.9% drift","Non-uniform distribution with strain concentration in middle of left column rather than at ends; lower column portion restrained by masonry contact, causing unexpected mid-height plastic hinge formation",none,none
69,6,0.6666666666666666,https://doi.org/10.1016/j.engstruct.2018.03.013,Experimental study on the contribution of masonry infill in the behavior of RC frame under seismic loading,"Arton D. Dautaj, Qani Kadiri, Naser Kabashi",2018,2200.0,2800.0,150.0,150.0,200.0,150.0,350,250,0.0,0.0,200,0.0,525,one_wythe,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,running,mortar_bond,5,5,5,5,200.0,250,120.0,5,5,13.0,4#10,0#0,2#10,0#0,525,#6@75,600,#6@75,#6@150,13,4#10,0#0,2#10,0#0,825,#6@75,825,#6@75,#6@100,13,4#10,0#0,2#10,0#0,0.0,0#0@0,0.0,0#0@0,#6@75,0.0,0#0@0,0#0@0,0#0@0,0#0@0,24.5,0.0,0.0,0.0,620.0,0.0,0.0,0.0,0.0,0.0,14.38,5.11,0.0,M10,9.75,0.0,0.0,cyclic,0,none,none,20.0,0.0,none,0,none,none,0.0,0.0,3960.0,101,0.0128,0.038,80,0.0,"Shear failure of masonry infill with horizontally-oriented block voids, followed by flexural hinge formation in the middle of the left column, similar to Specimen 2 but with enhanced performance","Stepped cracks characteristic of hollow block masonry appeared at 65.2kN (0.26% drift); major damage during sixth cycle with stepped cracks propagating across entire panel, plus cracks in middle of left column and upper/lower portions of right column","Progressive shear degradation of masonry through stepped crack pattern, eventually leading to plastic hinge development in middle of left column at seventh cycle; superior bond in vertical joints due to horizontal void orientation contributed to slightly better performance","First crack at fifth cycle, major stepped cracking at sixth cycle reaching maximum load of 101.17kN at 1.275% drift, followed by strength degradation through seventh and eighth cycles",Lower portion of left column remained nearly vertical with flexural deformation concentrated in middle of column due to masonry-column interaction; good bonding in vertical joints provided enhanced load distribution compared to Specimen 2,none,none
70,8,0.6666666666666666,https://doi.org/10.1016/j.engstruct.2018.03.013,Experimental study on the contribution of masonry infill in the behavior of RC frame under seismic loading,"Arton D. Dautaj, Qani Kadiri, Naser Kabashi",2018,2200.0,2800.0,200.0,150.0,200.0,150.0,350,250,0.0,0.0,200,0.0,525,one_wythe,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,running,mortar_bond,5,5,5,5,250.0,200.0,120.0,5,5,13.0,4#10,0#0,2#10,0#0,525,#6@75,600,#6@75,#6@150,13,4#10,0#0,2#10,0#0,825,#6@75,825,#6@75,#6@100,13,4#10,0#0,2#10,0#0,0.0,0#0@0,0.0,0#0@0,#6@75,0.0,0#0@0,0#0@0,0#0@0,0#0@0,24.0,0.0,0.0,0.0,620.0,0.0,0.0,0.0,0.0,0.0,5.11,14.38,0.0,M10,13.7,0.0,0.0,cyclic,0,none,none,20.0,0.0,none,0,none,none,0.0,0.0,3600.0,99,0.0138,0.046,77,0.0,"Undesirable failure mechanism characterized by degradation of masonry infill combined with plastic hinge formation in the middle of the left column, indicating inadequate frame-to-infill strength ratio","First crack in masonry at 56.10kN (0.175% drift) during fifth cycle; stepped cracks propagated in upper masonry portion, followed by cracks appearing in middle of left column during sixth cycle at maximum load",Masonry infill degradation through shear failure combined with undesirable plastic hinge formation in middle of left column during eleventh cycle; frame-infill interaction resulted in unanticipated failure mechanism not intended by design,"Progressive cracking initiated at fifth cycle, maximum load of 99.0kN reached at sixth cycle (1.375% drift), continuing degradation and mid-column hinge formation by eleventh cycle; failure indicated need for enhanced shear reinforcement","Strain concentration in middle of left column where plastic hinge formed, rather than at column ends as intended by design; lower column remained relatively vertical due to masonry restraint",none,none
71,9,0.6666666666666666,https://doi.org/10.1016/j.engstruct.2018.03.013,Experimental study on the contribution of masonry infill in the behavior of RC frame under seismic loading,"Arton D. Dautaj, Qani Kadiri, Naser Kabashi",2018,2200.0,2800.0,200.0,150.0,200.0,150.0,350,250,0.0,0.0,200,0.0,525,one_wythe,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,running,mortar_bond,5,5,5,5,250.0,200.0,120.0,5,5,13.0,4#10,0#0,2#10,0#0,525,#6@75,600,#6@75,#6@150,13,4#10,0#0,2#10,0#0,825,#6@75,825,#6@75,#6@100,13,4#10,0#0,2#10,0#0,0.0,0#0@0,0.0,0#0@0,#6@75,0.0,0#0@0,0#0@0,0#0@0,0#0@0,24.5,0.0,0.0,0.0,620.0,0.0,0.0,0.0,0.0,0.0,5.11,14.38,0.0,M10,9.75,0.0,0.0,cyclic,0,none,none,20.0,0.0,none,0,none,none,0.0,0.0,4300.0,129,0.015,0.045,89,0.0,"Nearly identical to Specimen 8 with masonry degradation and plastic hinge in middle of left column, but with enhanced shear reinforcement to prevent premature column shear failure","First masonry crack at third cycle (54.8kN, 0.16% drift), left column cracks in fourth cycle, right column cracks in fifth cycle, accompanied by beam-column joint cracking progression","Similar undesirable mechanism as Specimen 8 despite enhanced shear reinforcement; masonry infill degradation followed by mid-height plastic hinge formation in left column, indicating frame lateral strength still insufficient relative to infill","Systematic crack progression through third to sixth cycles, reaching maximum load of 129.0kN at 1.5% drift (higher than Specimen 8 due to shear reinforcement), but similar ultimate failure mode",Strain concentrated in middle of left column similar to Specimen 8; enhanced shear reinforcement prevented premature shear failure but did not change overall failure mechanism,"Column shear reinforcement was enhanced compared to Specimen 8 using 6mm bars at 45mm spacing to prevent shear failure and ensure more ductile behavior, though the frame-to-infill strength ratio remained inadequate for desired failure mechanism",none
72,10,0.6666666666666666,https://doi.org/10.1016/j.engstruct.2018.03.013,Experimental study on the contribution of masonry infill in the behavior of RC frame under seismic loading,"Arton D. Dautaj, Qani Kadiri, Naser Kabashi",2018,2200.0,2800.0,250.0,150.0,250.0,150.0,350,250,0.0,0.0,200,0.0,525,one_wythe,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,running,mortar_bond,5,5,5,5,250.0,200.0,120.0,5,5,13.0,4#10,0#0,2#10,0#0,525,#6@75,600,#6@75,#6@150,13,4#10,0#0,2#10,0#0,825,#6@75,825,#6@75,#6@100,13,4#10,0#0,2#10,0#0,0.0,0#0@0,0.0,0#0@0,#6@75,0.0,0#0@0,0#0@0,0#0@0,0#0@0,25.0,0.0,0.0,0.0,620.0,0.0,0.0,0.0,0.0,0.0,5.11,14.38,0.0,M10,9.75,0.0,0.0,cyclic,0,none,none,20.0,0.0,none,0,none,none,0.0,0.0,4920.0,145,0.0148,0.047,98,0.0,Controlled desirable failure mechanism with masonry degradation followed by plastic hinge formation at discrete locations on top and bottom of columns as intended by design,"First crack appeared in cycle 6 at 96.8kN (0.24% drift), significantly higher than specimens with weaker frames due to increased normal force in bed joints from stronger frame","After masonry infill degradation, plastic hinges developed at the intended locations (top and bottom of columns) rather than at mid-height, demonstrating adequate frame-to-infill strength ratio of 0.93","Higher cracking load than Specimens 2, 8, and 9 due to increased frame strength; maximum load of 145kN at 1.475% drift; greater initial stiffness throughout loading history",Proper strain distribution with plastic hinges at column ends rather than mid-height; flexural strength increase in columns successfully prevented undesirable mid-height hinge formation,none,none
73,11,0.6666666666666666,https://doi.org/10.1016/j.engstruct.2018.03.013,Experimental study on the contribution of masonry infill in the behavior of RC frame under seismic loading,"Arton D. Dautaj, Qani Kadiri, Naser Kabashi",2018,2200.0,2700.0,150.0,150.0,200.0,150.0,350,250,0.0,0.0,200,0.0,525,one_wythe,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,running,mortar_bond,10,10,10,10,250.0,60.0,120.0,10,10,13.0,4#10,0#0,2#10,0#0,525,#6@75,600,#6@75,#6@150,13,4#10,0#0,2#10,0#0,825,#6@75,825,#6@75,#6@100,13,4#10,0#0,2#10,0#0,0.0,0#0@0,0.0,0#0@0,#6@75,0.0,0#0@0,0#0@0,0#0@0,0#0@0,24.0,0.0,0.0,0.0,620.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,0.0,M10,13.79,0.0,0.0,cyclic,0,none,none,20.0,0.0,none,0,none,none,0.0,0.0,3360.0,91,0.0136,0.057,71,0.0,"Complex failure mechanism involving masonry infill shear degradation, shear failure of upper portion of left column, flexural deformation in middle of left column, and hinge formation at bottom and middle of right column","First cracks in upper masonry portion at 45.80kN (0.105% drift) during fifth cycle, progressing to 55.10kN (0.125% drift); cracks developed through bed joints between solid brick units; upper windward column cracking during seventh cycle",Shear failure through bed joints of solid brick masonry combined with shear failure in upper portion of left column and flexural deformation in middle of same column; weak mortar-brick bond due to insufficient water and smooth brick surfaces contributed to premature failure,Rapid stiffness degradation from seventh cycle onward with large displacements for small force changes; maximum load of 91.00kN at 1.35% drift during eighth cycle; mortar separated from brick units without damaging units themselves,"Strain concentration in upper portion of left column where shear failure occurred, and in middle of left column where flexural hinge formed; failure pattern differed from hollow block specimens due to weaker bond strength",none,none
74,13,0.6666666666666666,https://doi.org/10.1016/j.engstruct.2018.03.013,Experimental study on the contribution of masonry infill in the behavior of RC frame under seismic loading,"Arton D. Dautaj, Qani Kadiri, Naser Kabashi",2018,2200.0,2800.0,300.0,150.0,300.0,150.0,350,250,0.0,0.0,200,0.0,525,one_wythe,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,running,mortar_bond,5,5,5,5,250.0,200.0,120.0,5,5,13.0,4#12.25,0#0,2#12.25,0#0,525,#6@75,600,#6@75,#6@150,13,4#12.25,0#0,2#12.25,0#0,825,#6@75,825,#6@75,#6@100,13,4#10,0#0,2#10,0#0,0.0,0#0@0,0.0,0#0@0,#6@75,0.0,0#0@0,0#0@0,0#0@0,0#0@0,24.5,0.0,0.0,0.0,590.0,0.0,0.0,0.0,0.0,0.0,6.7,19.47,0.0,M10,11.9,0.0,0.0,monotonic,0,none,none,20.0,0.0,none,0,none,none,0.0,0.0,4510.0,169,0.0188,0.064,100,0.0,"Controlled desirable failure mechanism with highest frame-to-infill strength ratio (1.61), characterized by masonry degradation followed by plastic hinge formation at top and bottom of columns as intended by design","First crack at 91.8kN (0.28% drift), highest cracking load among all specimens due to maximum normal force in bed joints from strongest frame","After masonry infill degradation, plastic hinges developed at discrete locations on top and bottom of columns rather than at mid-height, demonstrating adequate frame lateral strength prevented undesirable failure modes","Highest maximum load of 169kN at 1.875% drift among all specimens; greater initial stiffness than Specimens 2, 8, 9, and 10; progressive but controlled damage propagation throughout loading",Proper strain distribution with concentration at intended plastic hinge locations at column ends; significantly increased flexural strength of columns successfully achieved design objectives,none,none
75,S2B,0.25,http://hdl.handle.net/2142/14303,An Investigation of the Interaction of Reinforced Concrete Frames with Masonry Filler Walls,"A. E. Fiorato, M. A. Sozen, W. L. Gamble",1970,533.4,914.4,76.2,76.2,152.4,76.2,152.4,76.2,0.0,0.0,0.0,0.0,152.4,one_wythe,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,running,mortar_bond,2.54,3.048,2.54,3.048,47.752,13.716,22.352,3.048,2.54,10.707,4#4.4958,0#0,0#0,0#0,0.0,0#0@0,0.0,0#0@0,0#0@0,6.388,4#4.4958,0#0,0#0,0#0,0.0,0#0@0,0.0,0#0@0,0#0@0,12.573,4#6.35,1#6.35,0#0,1#6.35,0.0,0#0@0,0.0,0#0@0,0#0@0,0.0,0#0@0,0#0@0,0#0@0,0#0@0,32.4,0.0,0.0,0.0,292.3,363.3,0.0,0.0,0.0,0.0,0.0,108.2,0.0,1:5.25 cement:fine sand,10.1,31.7,0.0,monotonic,0,none,none,0.0,0.0,none,0,none,none,0.0,0.0,0.0,40.032,0.00417,0.0244,26.68,0.0,Diagonal tension failure of infill wall with corner crushing of compression column at peak load.,Initial horizontal flexural cracks at column bases in early loading stages. Diagonal tension cracks developed in wall panel from mid-height toward loaded corners at moderate load levels. Progressive widening of diagonal cracks with additional stepped cracking along mortar joints. Final extensive cracking throughout wall panel.,Diagonal strut action in infill wall with primary diagonal tension failure. Compression failure at loaded corners of frame-wall interface. Separation between frame and infill along tension diagonal. Column yielding at base in tension zone.,Early stages: Flexural cracks at column bases. Intermediate stages: First diagonal cracks in wall. Advanced stages: Rapid propagation of diagonal and stepped cracks. Peak load: Extensive wall cracking and corner crushing. Post-peak: Progressive degradation with widening cracks.,none,none,none
